City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
416,mananjary,-21.2167,48.3333,23.35,95,100,2.28,MG,1674531363
417,homagama,6.844,80.0024,25.86,78,80,2.1,LK,1674531363
418,yulara,-25.2406,130.9889,34.0,17,84,3.25,AU,1674531363
419,bac lieu,9.285,105.7244,29.64,61,41,6.86,VN,1674531363
420,launceston,-41.45,147.1667,27.56,40,40,3.6,AU,1674531364
421,champua,22.0833,85.6667,24.63,37,22,1.85,IN,1674531364
422,san carlos,9.6612,-68.5827,24.34,66,99,1.31,VE,1674531364
423,ribeira grande,38.5167,-28.7,16.54,74,20,6.26,PT,1674531365
424,georgetown,5.4112,100.3354,28.96,78,20,1.03,MY,1674531216
425,tuy hoa,13.0833,109.3,23.67,86,97,6.45,VN,1674531365
426,ladysmith,48.9829,-123.8194,5.64,93,100,1.03,CA,1674531366
427,fayaoue,-20.65,166.5333,27.17,76,100,1.53,NC,1674531366
428,geldermalsen,51.8667,5.2833,2.81,85,35,2.68,NL,1674531366
429,zheleznodorozhnyy,55.7503,38.0042,-2.77,97,92,1.65,RU,1674531366
430,kabo,7.6994,18.629,21.04,23,98,1.47,CF,1674531367
431,noyabrsk,63.1994,75.4507,-31.19,97,72,1.89,RU,1674531367
432,poronaysk,49.2167,143.1167,-21.37,97,100,8.18,RU,1674531367
433,avanigadda,16.0215,80.9181,26.03,57,10,2.69,IN,1674531348
434,colombia,20.9881,-77.4297,22.16,85,23,2.83,CU,1674531368
435,talcahuano,-36.7167,-73.1167,17.82,88,100,5.14,CL,1674531368
436,mitsamiouli,-11.3847,43.2844,26.62,81,100,6.98,KM,1674531368
437,luderitz,-26.6481,15.1594,16.35,83,1,5.16,NA,1674531368
438,oussouye,12.485,-16.5469,21.05,80,56,2.86,SN,1674531369
439,camacha,33.0833,-16.3333,14.68,63,40,4.63,PT,1674531369
440,colares,38.7992,-9.4469,9.31,53,0,9.83,PT,1674531369
441,sao joaquim,-28.2939,-49.9317,12.51,97,6,1.41,BR,1674531370
442,harnosand,62.6323,17.9379,-7.0,91,100,2.82,SE,1674531370
443,bereda,43.2686,-7.5406,1.75,100,58,3.32,ES,1674531370
444,pogar,52.554,33.2591,-2.86,70,12,2.42,RU,1674531371
445,bilma,18.6853,12.9164,18.94,14,0,2.6,NE,1674531371
446,mount isa,-20.7333,139.5,36.87,20,93,3.6,AU,1674531371
447,shakawe,-18.3667,21.85,19.18,89,16,0.12,BW,1674531371
448,salalah,17.0151,54.0924,22.05,68,20,2.57,OM,1674531372
449,rivadavia,-33.1905,-68.4608,25.9,46,0,1.67,AR,1674531372
450,ormara,25.2088,64.6357,14.13,35,0,8.94,PK,1674531372
451,peraiyur,9.7358,77.7896,24.8,71,100,2.96,IN,1674531373
452,gorlice,49.6556,21.1604,1.42,99,98,1.69,PL,1674531374
453,yoichi,43.2039,140.7703,-9.34,84,100,7.91,JP,1674531280
454,soubre,5.7856,-6.6083,22.52,96,84,1.15,CI,1674531374
455,contai,21.7786,87.7536,25.39,45,45,1.92,IN,1674531215
456,skjervoy,70.0311,20.9714,1.0,69,100,18.11,NO,1674531374
457,gazanjyk,39.2446,55.5154,-2.08,46,0,2.43,TM,1674531375
458,bardiyah,31.7561,25.0865,13.92,81,2,2.5,LY,1674531375
459,muroto,33.2833,134.15,7.52,65,57,13.32,JP,1674531147
460,sur,22.5667,59.5289,19.84,43,96,4.8,OM,1674531375
461,kailua,21.4022,-157.7394,26.99,58,75,2.06,US,1674531376
462,sao joao da barra,-21.6403,-41.0511,23.59,91,100,2.21,BR,1674531376
463,copiapo,-27.3667,-70.3333,15.83,70,0,1.19,CL,1674531376
464,pyapon,16.2833,95.6833,28.73,24,1,3.36,MM,1674531377
465,guanare,9.0418,-69.7421,25.2,55,94,1.43,VE,1674531377
466,zhigalovo,54.8097,105.1578,-24.41,82,100,0.62,RU,1674531377
467,madera,37.1666,-119.8343,7.91,93,1,1.77,US,1674531378
468,calderitas,18.55,-88.25,23.98,83,6,3.64,MX,1674531378
469,kokopo,-4.352,152.2633,28.73,67,69,2.5,PG,1674531378
470,roald,62.5833,6.1333,8.52,87,75,6.17,NO,1674531379
471,bako,5.7833,36.5667,18.82,47,38,1.59,ET,1674531379
472,svetlyy,54.675,20.1347,-0.97,84,48,0.74,RU,1674531379
473,rebrikha,53.0733,82.3408,-13.39,95,100,4.64,RU,1674531380
474,starogard gdanski,53.964,18.5264,-0.64,100,33,0.64,PL,1674531380
475,punta cardon,11.6581,-70.215,25.02,84,92,11.7,VE,1674531380
476,moose factory,51.2585,-80.6094,-12.0,79,100,8.75,CA,1674531381
477,paso de carrasco,-34.8603,-56.0522,21.64,73,0,3.09,UY,1674531381
478,miranda,3.2499,-76.2281,19.07,87,23,2.51,CO,1674531381
479,grindavik,63.8424,-22.4338,3.97,93,100,11.83,IS,1674531381
480,marsh harbour,26.5412,-77.0636,21.88,81,71,8.91,BS,1674531382
481,lae,-6.7221,146.9847,32.37,69,96,3.95,PG,1674531382
482,pontian kecil,1.4801,103.3899,28.02,94,100,4.1,MY,1674531382
483,san quintin,30.4833,-115.95,12.7,46,0,2.37,MX,1674531382
484,santa rosa,14.3122,121.1114,31.72,63,91,5.75,PH,1674531334
485,parczew,51.6402,22.9006,3.34,92,5,2.34,PL,1674531383
486,arenapolis,-14.4503,-56.8461,22.38,95,93,1.73,BR,1674531383
487,batemans bay,-35.7167,150.1833,23.39,59,68,5.06,AU,1674531249
488,pundaguitan,6.3711,126.1689,26.08,87,100,4.51,PH,1674531383
489,ilo,-17.6394,-71.3375,21.67,87,55,3.09,PE,1674531384
490,matagami,49.7502,-77.6328,-3.94,93,100,4.12,CA,1674531384
491,poum,-20.2333,164.0167,26.67,80,100,3.04,NC,1674531384
492,paso de los toros,-32.8167,-56.5167,20.06,48,0,5.68,UY,1674531384
493,virginia beach,36.8529,-75.978,7.79,55,0,5.66,US,1674531385
494,port hawkesbury,45.6169,-61.3485,7.88,100,100,6.71,CA,1674531176
495,rio de jesus,7.9844,-81.1631,23.83,79,1,1.18,PA,1674531385
496,impfondo,1.6381,18.0667,21.53,50,95,0.54,CG,1674531386
497,pimentel,-6.8367,-79.9342,21.16,83,0,6.69,PE,1674531386
498,port augusta,-32.5,137.7667,31.41,31,0,8.24,AU,1674531386
499,dariba,24.95,74.1333,11.06,44,0,0.25,IN,1674531386
500,hay river,60.8156,-115.7999,-11.01,79,75,3.09,CA,1674531387
501,fort dodge,42.4975,-94.168,-0.93,86,40,3.09,US,1674531362
502,bull savanna,17.8868,-77.5902,21.87,86,8,3.33,JM,1674531387
503,coolum beach,-26.5333,153.1,31.85,70,11,0.45,AU,1674531388
504,hobyo,5.3505,48.5268,24.62,73,54,8.95,SO,1674531388
505,wilmington,34.2257,-77.9447,6.95,65,0,2.57,US,1674531158
506,bagdarin,54.4333,113.6,-24.49,67,6,0.59,RU,1674531388
507,jasper,37.2001,-94.3502,1.66,81,0,2.06,US,1674531389
508,lensk,60.7253,114.9278,-28.92,88,100,2.86,RU,1674531389
509,puerto cabezas,14.0351,-83.3888,23.52,90,5,3.95,NI,1674531389
510,talipparamba,12.05,75.35,28.03,60,54,1.23,IN,1674531390
511,tautira,-17.7333,-149.15,26.15,82,100,4.16,PF,1674531390
512,denpasar,-8.65,115.2167,29.11,68,28,3.29,ID,1674531328
513,chino hills,33.9938,-117.7589,13.81,43,0,2.57,US,1674531391
514,itaqui,-29.1253,-56.5531,26.29,29,0,3.72,BR,1674531391
515,huanan,46.2167,130.5167,-26.48,87,100,8.06,CN,1674531391
516,sharjah,25.3573,55.4033,15.99,76,0,2.57,AE,1674531360
517,nipawin,53.3668,-104.0009,-10.98,92,100,3.6,CA,1674531392
518,abu dhabi,24.4667,54.3667,16.01,67,0,2.57,AE,1674530950
519,gibsons,49.3997,-123.5027,6.0,93,97,1.83,CA,1674531392
520,tabuk,17.4189,121.4443,25.68,73,63,6.17,PH,1674531392
521,martapura,-3.4167,114.85,27.05,78,40,1.54,ID,1674531393
522,baykit,61.67,96.37,-30.48,98,93,1.4,RU,1674531393
523,saint-pierre,-21.3393,55.4781,23.84,88,0,2.57,RE,1674531393
524,nioki,-2.7167,17.6833,21.8,95,100,1.17,CD,1674531393
525,richards bay,-28.783,32.0377,22.03,90,1,3.97,ZA,1674531394
526,novyy svit,47.8059,38.0211,-1.82,69,1,6.33,UA,1674531394
527,sukumo,32.9333,132.7333,2.53,80,96,10.24,JP,1674531394
528,aykhal,66.0,111.5,-26.87,80,100,2.25,RU,1674531395
529,sorong,-0.8833,131.25,28.34,71,100,1.91,ID,1674531265
530,tiznit,29.5833,-9.5,9.96,53,0,0.06,MA,1674531395
531,lar,26.2039,83.9717,21.79,48,2,1.73,IN,1674531396
532,yuancheng,36.652,107.7896,-11.74,19,3,5.36,CN,1674531396
533,cody,44.5263,-109.0565,-2.88,80,0,5.66,US,1674531397
534,siderno,38.2779,16.302,7.96,76,0,1.38,IT,1674531397
535,dicabisagan,17.0818,122.4157,27.42,66,59,4.78,PH,1674531136
536,iki-burul,45.8208,44.6472,-3.09,82,6,6.03,RU,1674531399
537,sandwick,60.0,-1.25,8.9,100,100,6.69,GB,1674531399
538,wajir,1.7471,40.0573,24.04,70,6,4.76,KE,1674531399
539,colomi,-17.35,-65.8667,13.01,88,100,1.96,BO,1674531399
540,kismayo,-0.3582,42.5454,25.17,86,100,6.63,SO,1674531400
541,moerai,-22.4333,-151.3333,25.87,77,20,8.54,PF,1674531400
542,north bend,43.4065,-124.2243,6.07,94,0,2.06,US,1674531400
543,wasilla,61.5814,-149.4394,2.39,89,100,1.54,US,1674531401
544,payakumbuh,-0.2202,100.6308,21.85,93,100,0.74,ID,1674531401
545,rock falls,41.7798,-89.689,-2.07,90,89,5.51,US,1674531401
546,soria,41.6667,-2.6667,-1.05,81,52,0.75,ES,1674531401
547,catuday,16.2923,119.8062,25.84,75,67,12.95,PH,1674531402
548,trairi,-3.2778,-39.2689,24.48,87,54,1.8,BR,1674531402
549,kuntaur,13.6667,-14.8833,19.67,49,57,2.93,GM,1674531402
550,la primavera,5.4906,-70.4092,25.58,58,86,2.18,CO,1674531402
551,vitim,59.4511,112.5578,-29.53,86,100,1.53,RU,1674531403
552,kankan,10.3854,-9.3057,27.49,33,92,1.41,GN,1674531403
553,san miguelito,9.0333,-79.5,26.3,78,75,3.6,PA,1674531404
554,gornopravdinsk,60.05,69.9,-20.93,100,97,1.35,RU,1674531404
555,berbera,10.4396,45.0143,23.88,67,85,2.57,SO,1674531404
556,genhe,50.7833,121.5167,-27.12,85,92,1.92,CN,1674531405
557,nishihara,26.1842,127.7558,14.6,80,100,18.01,JP,1674531188
558,yinchuan,38.4681,106.2731,-13.53,20,0,0.25,CN,1674531261
559,lompoc,34.6391,-120.4579,10.32,76,0,2.24,US,1674531405
560,mende,44.6667,3.5,-8.92,98,100,1.94,FR,1674531406
561,portland,45.5234,-122.6762,8.12,82,100,1.54,US,1674531158
562,rio gallegos,-51.6226,-69.2181,11.03,43,0,4.12,AR,1674531406
563,najran,17.4924,44.1277,11.36,38,1,0.59,SA,1674531406
564,kenora,49.8167,-94.4337,-9.46,85,100,2.57,CA,1674531406
565,karlskrona,56.1616,15.5866,-0.75,79,86,4.0,SE,1674531407
566,port blair,11.6667,92.75,28.02,65,40,5.14,IN,1674531112
567,calama,-22.4667,-68.9333,14.27,67,0,1.54,CL,1674531407
568,sao miguel do araguaia,-13.275,-50.1628,21.86,91,67,0.81,BR,1674531407
569,marzuq,14.4,46.4667,15.64,63,8,1.41,YE,1674531408
570,palana,59.1167,159.9667,-10.95,81,100,4.03,RU,1674531408
571,bairiki,1.3292,172.9752,30.0,74,40,6.69,KI,1674531409
572,pangnirtung,66.1451,-65.7125,-27.2,82,100,1.73,CA,1674531409
573,khorixas,-20.3667,14.9667,17.87,70,98,3.27,NA,1674531132
574,ahipara,-35.1667,173.1667,21.81,75,100,2.11,NZ,1674531410
575,maridi,4.9158,29.4742,20.31,28,70,0.94,SS,1674531410
576,severnoye,56.3491,78.3619,-11.91,95,99,3.76,RU,1674531410
577,ust-ilimsk,58.0006,102.6619,-21.7,92,100,2.01,RU,1674531280
578,koutsouras,35.0339,25.9469,12.28,80,4,2.24,GR,1674531411
579,dauriya,49.9333,116.8667,-29.42,81,8,3.69,RU,1674531411
580,jiangdu,32.4286,119.5574,-0.06,30,84,9.39,CN,1674531411
581,svetlogorsk,52.6333,29.7333,-1.04,78,40,2.06,BY,1674531412
